ID Pemesanan,Status Pesanan,Kode Pesanan Affiliate,Waktu Pemesanan,Waktu Terselesaikan,Waktu Klik,Nama Toko,ID Shop,Tipe toko.,ID Barang,Nama Barange,ID Model,Tipe Produk,ID Promosi,L1 Kategori Global,L2 Kategori Global,L3 Kategori Global,Harga(Rp),Jumlah,Tipe Penawaran,Kampanye Partnerr,Nilai Pembelian(Rp),Jumlah Pengembalian Dana(Rp),Persentase Komisi Shopee pada Produk,Komisi Barang Shopee(Rp),Persentase Komisi XTRA pada Produk,Komisi XTRA Produk(Rp),Total Komisi per Produk(Rp),Komisi Shopee per Pesanan(Rp),Komisi XTRA per Pesanan(Rp),Total Komisi per Pesanan(Rp),Nama MCN Terhubung,ID Kontrak MCN,Persentase Biaya Manajemen MCN,Biaya Manajemen MCN(Rp),Persentase Pembagian Komisi Affiliate,Komisi Bersih Affiliate (Rp),Status Produk Affiliate,Catatan Produk,Tipe Pesanan,Status Pemebelian,Tag_link1,Tag_link2,Tag_link3,Tag_link4,Tag_link5,Platform
2606010Q52AS3X,Tertunda,234024866284548,2026-06-01 21:54:28,,2026-05-30 23:50:12,jesselynpetshop,299259101,Preferred(Non-CB),7551128525,drontal obat cacing kucing per tablet per pcs,30908628156,Normal Product,,Hewan Peliharaan,Perawatan Kesehatan Hewan,Obat,26500,7,Komisi Shopee,,166950,,1.50%,2504.25,0.00%,0,2504.25,2504.25,0,2504.25,,0,0.00%,0,100.00%,2504.25,Tertunda,Pesanan sedang diproses. Komisi akan dikonfirmasi setelah pesanan selesai.,Pesanan dari Toko yang tidak Dipromosikan,Ada,rakdapur3,,,,,Others
2606010PUTNNEU,Tertunda,234024556269986,2026-06-01 21:49:17,,2026-06-01 16:19:24,TGS STORE,192321146,Preferred(Non-CB),29969677493,Sepatu Pantopeul Wanita Motip Bunga SB-01,227109198088,Normal Product,,Sepatu Wanita,Heels,,68904,1,Komisi XTRA,,65458,,1.50%,981.87,2.50%,1636.45,2618.32,981.87,1636.45,2618.32,,0,0.00%,0,100.00%,2618.32,Tertunda,Pesanan sedang diproses. Komisi akan dikonfirmasi setelah pesanan selesai.,Pesanan dari Toko yang tidak Dipromosikan,Ada,rakdapur3,,,,,Facebook
2606010PMRNHBX,Tertunda,234024319282447,2026-06-01 21:45:20,,2026-06-01 19:14:57,balaz store,187097630,C2C(Non-CB),3753576094,Nota 10rb s/d 30rb 1kg,61086884182,Normal Product,,Pakaian Pria,Pakaian Pria Lainnya,,13000,1,Komisi Shopee,,12500,,0.00%,0,0.00%,0,0,0,0,0,,0,0.00%,0,100.00%,0,Tertunda,Pesanan sedang diproses. Komisi akan dikonfirmasi setelah pesanan selesai.,Pesanan dari Toko yang tidak Dipromosikan,Ada,benihsayuran,,,,,Instagram
2606010PHQB18M,Tertunda,234024217227805,2026-06-01 21:43:38,,2026-06-01 21:32:23,Sky Kid`s,234775311,Preferred(Non-CB),55060471599,Setelan Lengan Panjang Piyama Baju Tidur Anak Gambar Kucing Kicau Mania  Ukuran 1-10 Tahun,267615778435,Normal Product,,Fashion Bayi & Anak,Pakaian Anak Perempuan,Baju Tidur,40500,1,Komisi XTRA,,37525,,1.50%,562.875,4.00%,1501,2063.875,562.875,1501,2063.875,,0,0.00%,0,100.00%,2063.875,Tertunda,Pesanan sedang diproses. Komisi akan dikonfirmasi setelah pesanan selesai.,Pesanan dari Toko yang tidak Dipromosikan,Ada,Atayasetelankaosanak,,,,,Others
2606010MW36F13,Tertunda,234022451277221,2026-06-01 21:14:18,,2026-06-01 18:19:25,IKEA Indonesia Official Store,1561682121,Shopee Mall(Non-CB),48903059870,IKEA EKIPERA Baki Tempat Sendok dan Garpu / Peralatan Makan,385293438569,Normal Product,,Perlengkapan Rumah,Peralatan Makan,Peralatan Makan Lainnya,19900,2,Komisi XTRA,,39003,,1.50%,585.045,1.50%,585.045,1170.09,585.045,585.045,1170.09,,0,0.00%,0,100.00%,1170.09,Tertunda,Pesanan sedang diproses. Komisi akan dikonfirmasi setelah pesanan selesai.,Pesanan dari Toko yang tidak Dipromosikan,Ada,rakdapur3,,,,,Instagram
2606010MW36F12,Tertunda,234022451277221,2026-06-01 21:14:18,,2026-06-01 18:19:25,Mondeo Indonesia,1403491966,Preferred(Non-CB),45052795663,{MONDEO }ORDNING – Wadah Tempat Sendok / Alat Masak Baja,315267538367,Normal Product,,Perlengkapan Rumah,Perlengkapan Dapur,Perlengkapan Dapur Lainnya,40888,1,Komisi XTRA,,40070,,1.50%,601.05,2.50%,1001.75,1602.8,601.05,1001.75,1602.8,,0,0.00%,0,100.00%,1602.8,Tertunda,Pesanan sedang diproses. Komisi akan dikonfirmasi setelah pesanan selesai.,Pesanan dari Toko yang tidak Dipromosikan,Ada,rakdapur3,,,,,Instagram
2606010MUQAVF5,Tertunda,234022405281491,2026-06-01 21:13:27,,2026-06-01 13:23:43,antsun Official Store,933913101,Shopee Mall(Non-CB),28873171468,antsun-Rak Buku / Rak Pajangan / Rak Serbaguna / Rak Buku Minimalis / Rak Multifungsi Minimalis/Rak 6/8 Susun / Rak Susun Serbag,188137520277,Normal Product,,Perlengkapan Rumah,Furniture,Rak & Rak Gantung,399000,1,Komisi XTRA,,359100,,1.50%,5386.5,0.50%,1795.5,7182,5386.5,1795.5,7182,,0,0.00%,0,100.00%,7182,Tertunda,Pesanan sedang diproses. Komisi akan dikonfirmasi setelah pesanan selesai.,Pesanan dari Toko yang tidak Dipromosikan,Ada,rakdapur3,,,,,Others
2606010MNUF7H3,Tertunda,234022209292983,2026-06-01 21:10:30,,2026-05-28 12:16:33,LAZZEN Official Store,1449489467,Shopee Mall(Non-CB),44422638257,LAZZEN - Paranet 99% Anti-UV Jaring / Jaring Rumah Kaca Jaring Tabir / Lebar 2/3/4/5/6 Meter / Kain transparan tahan air / Garde,266841464559,Normal Product,,Perlengkapan Rumah,Alat Pertukangan & Renovasi Rumah,Tenda & Terpal,125729,1,Komisi XTRA,,120274,,1.50%,1804.11,5.00%,6013.7,7817.81,1804.11,6013.7,7817.81,,0,0.00%,0,100.00%,7817.81,Tertunda,Pesanan sedang diproses. Komisi akan dikonfirmasi setelah pesanan selesai.,Pesanan dari Toko yang tidak Dipromosikan,Ada,rakdapur3,,,,,Facebook
2606010MNA9348,Belum Dibayar,234022190261491,2026-06-01 21:09:50,,2026-06-01 16:38:57,VitaminDiskon Official Shop,50972887,Shopee Mall(Non-CB),19859509264,"BLACKMORES BIO D3 1000IU BPOM KALBE - 30 CAPS | SUPLEMEN VITAMIN D3, DAYA TAHAN TUBUH, IMUNITAS, AUTOIMUN, TULANG, PROMIL",310168202558,Normal Product,,Kesehatan,Suplemen Makanan,Kesejahteraan,62400,1,Komisi XTRA,,59038,,0.00%,0,0.00%,0,0,0,0,0,,0,0.00%,0,100.00%,0,Belum Dibayar,Pesanan sedang menunggu pembayaran dari Pembeli.,Pesanan dari Toko yang tidak Dipromosikan,Ada,rakdapur3,,,,,Instagram
2606010MNA9348,Belum Dibayar,234022190261491,2026-06-01 21:09:50,,2026-06-01 16:38:57,VitaminDiskon Official Shop,50972887,Shopee Mall(Non-CB),23800989305,KHUSUS HADIAH GRATIS DENGAN MINIMAL PEMBELIAN,410971370024,Normal Product,463653191303260_0_0,Kesehatan,Suplemen Makanan,Kesejahteraan,0,1,Komisi XTRA,,0,,0.00%,0,0.00%,0,0,0,0,0,,0,0.00%,0,100.00%,0,Belum Dibayar,Pesanan sedang menunggu pembayaran dari Pembeli.,Pesanan dari Toko yang tidak Dipromosikan,Ada,rakdapur3,,,,,Instagram
2606010MNA9348,Belum Dibayar,234022190261491,2026-06-01 21:09:50,,2026-06-01 16:38:57,VitaminDiskon Official Shop,50972887,Shopee Mall(Non-CB),29672416098,NUTRIMAX VITAMIN VIT D3 1000 IU 60 TABLET | Suplemen Kesehatan Tulang Gigi Imunitas Osteoporosis Autoimun,157629357516,Normal Product,463653191303260_0_0,Kesehatan,Suplemen Makanan,Kesejahteraan,123200,1,Komisi XTRA,,116562,,0.00%,0,0.00%,0,0,0,0,0,,0,0.00%,0,100.00%,0,Belum Dibayar,Pesanan sedang menunggu pembayaran dari Pembeli.,Pesanan dari Toko yang tidak Dipromosikan,Ada,rakdapur3,,,,,Instagram
2606010MKF63SR,Tertunda,234022129296432,2026-06-01 21:09:10,,2026-06-01 18:25:26,Mossdoom Official Shop,800625687,Shopee Mall(Non-CB),21477972056,MOSSDOOM Tas Wanita Jenye Bag Tas Selempang Wanita,165804624243,Normal Product,,Tas Wanita,Tas Selempang & Bahu Wanita,,179000,1,Komisi XTRA,,150360,,1.50%,2255.4,3.50%,5262.6,7518,2255.4,5262.6,7518,,0,0.00%,0,100.00%,7518,Tertunda,Pesanan sedang diproses. Komisi akan dikonfirmasi setelah pesanan selesai.,Pesanan dari Toko yang tidak Dipromosikan,Ada,Atayasetelankaosanak,,,,,Facebook
2606010M7T8WR2,Tertunda,234021737274634,2026-06-01 21:02:25,,2026-06-01 15:51:59,Toko Online24,168102441,C2C(Non-CB),28025742403,Minol 5Ml Minyak Luka Tanpa Rasa Perih - 1 Box  isi 6 Botol,198203587380,Normal Product,,Kesehatan,Obat-obatan & Alat Kesehatan,P3K,38223,1,Komisi Shopee,,38223,,0.00%,0,0.00%,0,0,0,0,0,,0,0.00%,0,100.00%,0,Tertunda,Pesanan sedang diproses. Komisi akan dikonfirmasi setelah pesanan selesai.,Pesanan dari Toko yang tidak Dipromosikan,Ada,rakdapur3,,,,,Facebook
2606010KXHM9EM,Tertunda,234021426213120,2026-06-01 20:57:06,,2026-06-01 20:27:11,Tokolobo,15709295,Preferred(Non-CB),48360799943,TAMAYOKIDS 1-13 Tahun Setelan KICAU MANIA BATIK THAI VERONIKA KO| Set Gajah Thai Viral SNI Bahan Adem,267655009304,Normal Product,,Fashion Bayi & Anak,Pakaian Anak Laki-Laki,Atasan,37250,1,Komisi XTRA,,27863,,1.50%,417.945,7.00%,1950.41,2368.355,417.945,1950.41,2368.355,,0,0.00%,0,100.00%,2368.355,Tertunda,Pesanan sedang diproses. Komisi akan dikonfirmasi setelah pesanan selesai.,Pesanan Produk dari Toko yang Dipromosikan,Ada,Atayasetelankaosanak,,,,,Others
2606010K46MBBM,Tertunda,234020542279698,2026-06-01 20:42:29,,2026-06-01 16:21:22,Nubiko Official Store,899151156,Shopee Mall(Non-CB),20281162179,"Nubiko Essential Soothe 14,5gr dengan 8x Ceramide Niacinamide Microbiome Moisturizer Face Cream Anak",310873435825,Normal Product,,Perawatan & Kecantikan,Perawatan Wajah,Pelembab Wajah,73900,1,Komisi XTRA,,63900,,1.50%,958.5,3.50%,2236.5,3195,958.5,2236.5,3195,,0,0.00%,0,100.00%,3195,Tertunda,Pesanan sedang diproses. Komisi akan dikonfirmasi setelah pesanan selesai.,Pesanan dari Toko yang tidak Dipromosikan,Ada,rakdapur3,,,,,Websites
2606010K45NY0Y,Tertunda,234020541277154,2026-06-01 20:42:28,,2026-06-01 17:51:15,WSKEN Official Store,1016780123,Shopee Mall(Non-CB),40600168646,[Tanpa tepi hitam]WSKEN Tempered Glass Clear/Privacy Glossy Auto Align Tech Anti Gores Screen Protector Full for iPhone X XR17e ,280012942950,Normal Product,,Handphone & Aksesoris,Aksesoris,Pelindung Layar Handphone,76000,1,Komisi XTRA,,64980,,0.50%,324.9,5.00%,3249,3573.9,324.9,3249,3573.9,,0,0.00%,0,100.00%,3573.9,Tertunda,Pesanan sedang diproses. Komisi akan dikonfirmasi setelah pesanan selesai.,Pesanan dari Toko yang tidak Dipromosikan,Ada,rakdapur3,,,,,Others
2606010K2QVUPA,Tertunda,234020493264105,2026-06-01 20:41:33,,2026-06-01 07:49:50,Susie Craft 1,1420336927,C2C(Non-CB),57709806167,Co eta Full 235k,282584773222,Normal Product,,Ibu & Bayi,Mainan,Boneka & Mainan Boneka,285000,1,Komisi Shopee,,256500,,0.00%,0,0.00%,0,0,0,0,0,,0,0.00%,0,100.00%,0,Tertunda,Pesanan sedang diproses. Komisi akan dikonfirmasi setelah pesanan selesai.,Pesanan dari Toko yang tidak Dipromosikan,Ada,rakdapur3,,,,,Others
2606010JJJ0B7T,Tertunda,234019950212906,2026-06-01 20:32:30,,2026-06-01 12:23:02,Dot Bayi shop,1473383843,Preferred(Non-CB),41159067969,Dot Bayi 3.8cm Standard Slim Neck Dot Nipple Peristaltic Dot Ulir BPA-Free Silikon Empeng bayi,108715148945,Normal Product,,Ibu & Bayi,Perlengkapan Makan Bayi,Dot Bayi,2621,4,Komisi XTRA,,7863,,1.50%,117.945,5.00%,393.15,511.095,117.945,393.15,511.095,,0,0.00%,0,100.00%,511.095,Tertunda,Pesanan sedang diproses. Komisi akan dikonfirmasi setelah pesanan selesai.,Pesanan dari Toko yang tidak Dipromosikan,Ada,Atayasetelankaosanak,,,,,Facebook
2606010JAEN5QD,Tertunda,234019678279144,2026-06-01 20:28:06,,2026-06-01 20:02:14,LuxurySlippers_,1656583773,Preferred(Non-CB),46860811503,Promo Sandal sapatu tali anak motif labubu perempuan terbaru uk 23-34,297652984678,Normal Product,,Fashion Bayi & Anak,Sepatu Anak Perempuan,Sandal,16999,1,Komisi Shopee,,16151,,1.50%,242.265,0.00%,0,242.265,812.205,0,812.205,,0,0.00%,0,100.00%,812.205,Tertunda,Pesanan sedang diproses. Komisi akan dikonfirmasi setelah pesanan selesai.,Pesanan dari Toko yang tidak Dipromosikan,Ada,Atayasetelankaosanak,,,,,Facebook
2606010JAEN5QD,Tertunda,234019678279144,2026-06-01 20:28:06,,2026-06-01 20:02:14,LuxurySlippers_,1656583773,Preferred(Non-CB),46860811503,Promo Sandal sapatu tali anak motif labubu perempuan terbaru uk 23-34,385942707474,Normal Product,,Fashion Bayi & Anak,Sepatu Anak Perempuan,Sandal,19999,1,Komisi Shopee,,18998,,1.50%,284.97,0.00%,0,284.97,0,0,0,,0,0.00%,0,100.00%,0,Tertunda,Pesanan sedang diproses. Komisi akan dikonfirmasi setelah pesanan selesai.,Pesanan dari Toko yang tidak Dipromosikan,Ada,Atayasetelankaosanak,,,,,Facebook
2606010JAEN5QD,Tertunda,234019678279144,2026-06-01 20:28:06,,2026-06-01 20:02:14,LuxurySlippers_,1656583773,Preferred(Non-CB),46860811503,Promo Sandal sapatu tali anak motif labubu perempuan terbaru uk 23-34,297652984676,Normal Product,,Fashion Bayi & Anak,Sepatu Anak Perempuan,Sandal,19999,1,Komisi Shopee,,18998,,1.50%,284.97,0.00%,0,284.97,0,0,0,,0,0.00%,0,100.00%,0,Tertunda,Pesanan sedang diproses. Komisi akan dikonfirmasi setelah pesanan selesai.,Pesanan dari Toko yang tidak Dipromosikan,Ada,Atayasetelankaosanak,,,,,Facebook
2606010HFXUHBU,Tertunda,234018789280754,2026-06-01 20:13:10,,2026-06-01 16:36:35,Olive Care Official Shop,176794615,Shopee Mall(Non-CB),54706912413,Olive Care Pembersih Bulu Kucing/Anjing PET HAIR MAGNET GLOVE Sarung Tangan Portable untuk Membersihkan dan Mengangkat Bulu di B,355618380975,Normal Product,,Hewan Peliharaan,Grooming Hewan,Perawatan Rambut,74640,1,Komisi XTRA,,61408,,1.50%,921.12,3.50%,2149.28,3070.4,921.12,2149.28,3070.4,,0,0.00%,0,100.00%,3070.4,Tertunda,Pesanan sedang diproses. Komisi akan dikonfirmasi setelah pesanan selesai.,Pesanan dari Toko yang tidak Dipromosikan,Ada,rakdapur3,,,,,Facebook
2606010HBSAHMH,Tertunda,234018649260593,2026-06-01 20:10:49,,2026-05-26 16:53:07,alfarofloz,1512640071,C2C(Non-CB),42701586980,Remote digital receiver OPTUS k-vision remot stb set top box parabola,224247455563,Normal Product,,Elektronik,Remot Kontrol,,16998,1,Komisi XTRA,,13088,,0.00%,0,2.50%,327.2,327.2,0,327.2,327.2,,0,0.00%,0,100.00%,327.2,Tertunda,Pesanan sedang diproses. Komisi akan dikonfirmasi setelah pesanan selesai.,Pesanan dari Toko yang tidak Dipromosikan,Ada,WallpaperDindingVinyl,,,,,Facebook
2606010H9W6PBW,Tertunda,234018586224601,2026-06-01 20:09:46,,2026-06-01 14:25:13,c2shop90,815541029,Preferred(Non-CB),16398957897,Celana Sirwal/celana Komprang/Celana Silat Sontog 3/4,184602622321,Normal Product,,Fashion Muslim,Pakaian Muslim Pria,Celana,38499,1,Komisi XTRA,,34690,,1.50%,520.35,4.50%,1561.05,2081.4,520.35,1561.05,2081.4,,0,0.00%,0,100.00%,2081.4,Tertunda,Pesanan sedang diproses. Komisi akan dikonfirmasi setelah pesanan selesai.,Pesanan dari Toko yang tidak Dipromosikan,Ada,benihsayuran,,,,,Others
2606010H70QSCG,Tertunda,234018489270867,2026-06-01 20:08:16,,2026-06-01 19:01:53,clothingbybrenda3,62285208,C2C(Non-CB),25242557480,KAOS AMBYR SALEEE MEWAH 10,267639971320,Normal Product,,Pakaian Pria,Atasan,Kaos,105900,1,Komisi Shopee,,84720,,0.00%,0,0.00%,0,0,0,0,0,,0,0.00%,0,100.00%,0,Tertunda,Pesanan sedang diproses. Komisi akan dikonfirmasi setelah pesanan selesai.,Pesanan dari Toko yang tidak Dipromosikan,Ada,rakslidingkomen,,,,,Facebook
2606010H70QSCG,Tertunda,234018489270867,2026-06-01 20:08:16,,2026-06-01 19:01:53,clothingbybrenda3,62285208,C2C(Non-CB),28376361414,NEW JACK3T MEWAH LIMITED STOCK,262533021801,Normal Product,,Pakaian Pria,"Jaket, Mantel, & Rompi",Jaket,150900,1,Komisi Shopee,,120720,,0.00%,0,0.00%,0,0,0,0,0,,0,0.00%,0,100.00%,0,Tertunda,Pesanan sedang diproses. Komisi akan dikonfirmasi setelah pesanan selesai.,Pesanan dari Toko yang tidak Dipromosikan,Ada,rakslidingkomen,,,,,Facebook
2606010H5KUQ40,Tertunda,234018442210378,2026-06-01 20:07:23,,2026-06-01 13:32:01,DRIYO Electric City,181040628,Preferred(Non-CB),7990336968,Anti Slip 1.5M Dashboard Mat Mobil Alas 1.5 M Handphone Drybox Dry Box Kamera Besar 30 / 20 x 15 cm,65678240954,Normal Product,,Mobil,Aksesoris Interior Mobil,Sunshield & Pelindung Dashboard,9191,1,Komisi XTRA,,0,,1.50%,0,3.50%,0,0,0,0,0,,0,0.00%,0,100.00%,0,Tertunda,Pesanan sedang diproses. Komisi akan dikonfirmasi setelah pesanan selesai.,Pesanan dari Toko yang tidak Dipromosikan,Ada,rakdapur3,,,,,Others
2606010GKRM6M8,Tertunda,234017843239952,2026-06-01 19:57:23,,2026-06-01 18:29:38,GROSIR TOKO BIRU,1230868327,C2C(Non-CB),47606827101,"Loluna Lotion Krim Bayi 80ml / 200ml – Baby Lotion Melembapkan Kulit Bayi, Aroma Segar, Mudah Meresap",445610238048,Normal Product,,Ibu & Bayi,Kesehatan Bayi,Perawatan Kulit Bayi,34780,1,Komisi Shopee,,34780,,0.00%,0,0.00%,0,0,0,0,0,,0,0.00%,0,100.00%,0,Tertunda,Pesanan sedang diproses. Komisi akan dikonfirmasi setelah pesanan selesai.,Pesanan dari Toko yang tidak Dipromosikan,Ada,Atayasetelankaosanak,,,,,Facebook
2606010GH8FRSX,Tertunda,234017759209755,2026-06-01 19:56:00,,2026-05-30 22:14:34,Happybeauty77,1518498384,C2C(Non-CB),58109062624,Korek Api Jumbo M 2000 Tahan Angin Refillable,445803357109,Normal Product,,Perlengkapan Rumah,Perlengkapan Dapur,Korek Api & Pemantik,13500,1,Komisi Shopee,,12880,,0.00%,0,0.00%,0,0,0,0,0,,0,0.00%,0,100.00%,0,Tertunda,Pesanan sedang diproses. Komisi akan dikonfirmasi setelah pesanan selesai.,Pesanan dari Toko yang tidak Dipromosikan,Ada,rakdapur3,,,,,Threads
2606010FNW25X7,Tertunda,234016841254639,2026-06-01 19:40:42,,2026-06-01 19:24:54,Amiishopp🌷🌷,323357896,Preferred(Non-CB),25303853316,Banner / Spanduk Gagal Cetak 1 x 3 meter,158634069890,Normal Product,,Perlengkapan Rumah,Perlengkapan Pesta,Backdrop & Spanduk,42000,1,Komisi Shopee,,42000,,1.50%,630,0.00%,0,630,630,0,630,,0,0.00%,0,100.00%,630,Tertunda,Pesanan sedang diproses. Komisi akan dikonfirmasi setelah pesanan selesai.,Pesanan dari Toko yang tidak Dipromosikan,Ada,Atayasetelankaosanak,,,,,Facebook
